,Choose the coworkers you recognize as the most valuable players (MVP) in the company due to their outstanding contribution to the company’s performance and productivity.,personId,Summary,description
1706,Howard Lynn,7883fd04-ead8-4dc1-b885-7075f153b226,Is embedded in the company,"I choose this coworker as the MVP because they are essential to the company thanks to their knowledge of the company's vision, their entrepreneurial skills, their involvement in work processes, their ability to integrate departments, or thanks to their networking skills."
1707,Timothy Adams,410b1e89-0d45-408c-9d37-6b231ba0a9df,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
1708,John Ford,1f57ad77-8f67-44f3-8f95-e5f62e77a823,Is embedded in the company,"I choose this coworker as the MVP because they are essential to the company thanks to their knowledge of the company's vision, their entrepreneurial skills, their involvement in work processes, their ability to integrate departments, or thanks to their networking skills."
1709,John Ford,1f57ad77-8f67-44f3-8f95-e5f62e77a823,Shows motivation and enthusiasm,I choose this coworker as the MVP because they exhibit high enthusiasm for work and new knowledge. They are willing to dedicate extra energy and time to get the job done well and on time.
1710,John Ford,1f57ad77-8f67-44f3-8f95-e5f62e77a823,Has good communication skills,"I choose this coworker as the MVP because they can communicate well and efficiently with others. They are clear, comprehensible, give sensible ideas and make sound arguments."
1711,John Ford,1f57ad77-8f67-44f3-8f95-e5f62e77a823,Can cope with stress,"I choose this coworker as the MVP because they are patient and adaptable, can keep their composure and can deliberate thoughtfully, irrespective of the circumstances and external demands."
1712,Melissa Aguirre,b6076fa5-701d-44ca-9362-9310ec79daf2,Cares for the team,"I choose this coworker as the MVP because they value cohesiveness and a good team spirit. They include others in their own work and in their decisions, they motivate and bring others together as a team, and they know how to make the atmosphere in the team pleasant and easy-going."
1713,Brandon Green,de545ffa-687a-4e2c-9ca4-8b883a5ec08d,Cares for the team,"I choose this coworker as the MVP because they value cohesiveness and a good team spirit. They include others in their own work and in their decisions, they motivate and bring others together as a team, and they know how to make the atmosphere in the team pleasant and easy-going."
1714,Brandon Green,de545ffa-687a-4e2c-9ca4-8b883a5ec08d,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
1715,Brandon Green,de545ffa-687a-4e2c-9ca4-8b883a5ec08d,Is embedded in the company,"I choose this coworker as the MVP because they are essential to the company thanks to their knowledge of the company's vision, their entrepreneurial skills, their involvement in work processes, their ability to integrate departments, or thanks to their networking skills."
1716,Kayla White,4e24e856-5c88-47f4-b10b-636039048568,Is self-sacrificing,I choose this coworker as the MVP because they are exceptionally hard-working and go above and beyond what is required. They are willing to take on several tasks simultaneously and sacrifice their free time for their work commitments.
1717,Kayla White,4e24e856-5c88-47f4-b10b-636039048568,Shows motivation and enthusiasm,I choose this coworker as the MVP because they exhibit high enthusiasm for work and new knowledge. They are willing to dedicate extra energy and time to get the job done well and on time.
1718,Kayla White,4e24e856-5c88-47f4-b10b-636039048568,Has leadership skills,"I choose this coworker as the MVP because they lead by example and support others through their actions and vision. They are a strategic thinker and decision-maker whose opinion is highly respected and valued. They are able to distribute, organise, coordinate work, give useful feedback, and identify the potential in others."
1719,Kayla White,4e24e856-5c88-47f4-b10b-636039048568,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
1720,Kayla White,4e24e856-5c88-47f4-b10b-636039048568,Cares for the team,"I choose this coworker as the MVP because they value cohesiveness and a good team spirit. They include others in their own work and in their decisions, they motivate and bring others together as a team, and they know how to make the atmosphere in the team pleasant and easy-going."
1721,Kayla White,4e24e856-5c88-47f4-b10b-636039048568,Is embedded in the company,"I choose this coworker as the MVP because they are essential to the company thanks to their knowledge of the company's vision, their entrepreneurial skills, their involvement in work processes, their ability to integrate departments, or thanks to their networking skills."
1722,Jay Johnson,81afb212-89b4-4205-8524-66a0b0be1136,Can cope with stress,"I choose this coworker as the MVP because they are patient and adaptable, can keep their composure and can deliberate thoughtfully, irrespective of the circumstances and external demands."
1723,Jay Johnson,81afb212-89b4-4205-8524-66a0b0be1136,Shows motivation and enthusiasm,I choose this coworker as the MVP because they exhibit high enthusiasm for work and new knowledge. They are willing to dedicate extra energy and time to get the job done well and on time.
1724,Jay Johnson,81afb212-89b4-4205-8524-66a0b0be1136,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
1725,Jay Johnson,81afb212-89b4-4205-8524-66a0b0be1136,Is embedded in the company,"I choose this coworker as the MVP because they are essential to the company thanks to their knowledge of the company's vision, their entrepreneurial skills, their involvement in work processes, their ability to integrate departments, or thanks to their networking skills."
1726,Angela Gregory,3045fd68-a7f5-45f1-a670-bae2fc4d26bd,Has an appropriate work attitude,"I choose this coworker as the MVP because they are organised and carry out all their duties in a timely manner, while taking ownership of the quality and accuracy of their work. If they encounter problems, they persevere until they find a viable solution."
1727,Angela Gregory,3045fd68-a7f5-45f1-a670-bae2fc4d26bd,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
1728,Angela Gregory,3045fd68-a7f5-45f1-a670-bae2fc4d26bd,Is embedded in the company,"I choose this coworker as the MVP because they are essential to the company thanks to their knowledge of the company's vision, their entrepreneurial skills, their involvement in work processes, their ability to integrate departments, or thanks to their networking skills."
1729,Christina Gordon MD,04714585-0e8f-4303-9732-3f58689eba56,Has an appropriate work attitude,"I choose this coworker as the MVP because they are organised and carry out all their duties in a timely manner, while taking ownership of the quality and accuracy of their work. If they encounter problems, they persevere until they find a viable solution."
1730,Christina Gordon MD,04714585-0e8f-4303-9732-3f58689eba56,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
1731,Christina Gordon MD,04714585-0e8f-4303-9732-3f58689eba56,Is embedded in the company,"I choose this coworker as the MVP because they are essential to the company thanks to their knowledge of the company's vision, their entrepreneurial skills, their involvement in work processes, their ability to integrate departments, or thanks to their networking skills."
1732,David Robinson,d724a0d4-7fe0-4d98-80c2-8ce89b62a934,Shows motivation and enthusiasm,I choose this coworker as the MVP because they exhibit high enthusiasm for work and new knowledge. They are willing to dedicate extra energy and time to get the job done well and on time.
1733,David Robinson,d724a0d4-7fe0-4d98-80c2-8ce89b62a934,Has leadership skills,"I choose this coworker as the MVP because they lead by example and support others through their actions and vision. They are a strategic thinker and decision-maker whose opinion is highly respected and valued. They are able to distribute, organise, coordinate work, give useful feedback, and identify the potential in others."
1734,David Robinson,d724a0d4-7fe0-4d98-80c2-8ce89b62a934,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
1735,David Robinson,d724a0d4-7fe0-4d98-80c2-8ce89b62a934,Cares for the team,"I choose this coworker as the MVP because they value cohesiveness and a good team spirit. They include others in their own work and in their decisions, they motivate and bring others together as a team, and they know how to make the atmosphere in the team pleasant and easy-going."
1736,Howard Lynn,7883fd04-ead8-4dc1-b885-7075f153b226,Is embedded in the company,"I choose this coworker as the MVP because they are essential to the company thanks to their knowledge of the company's vision, their entrepreneurial skills, their involvement in work processes, their ability to integrate departments, or thanks to their networking skills."
1737,Howard Lynn,7883fd04-ead8-4dc1-b885-7075f153b226,Shows motivation and enthusiasm,I choose this coworker as the MVP because they exhibit high enthusiasm for work and new knowledge. They are willing to dedicate extra energy and time to get the job done well and on time.
1738,Howard Lynn,7883fd04-ead8-4dc1-b885-7075f153b226,Has leadership skills,"I choose this coworker as the MVP because they lead by example and support others through their actions and vision. They are a strategic thinker and decision-maker whose opinion is highly respected and valued. They are able to distribute, organise, coordinate work, give useful feedback, and identify the potential in others."
1739,Kayla White,4e24e856-5c88-47f4-b10b-636039048568,Is self-sacrificing,I choose this coworker as the MVP because they are exceptionally hard-working and go above and beyond what is required. They are willing to take on several tasks simultaneously and sacrifice their free time for their work commitments.
1740,Kayla White,4e24e856-5c88-47f4-b10b-636039048568,Has an appropriate work attitude,"I choose this coworker as the MVP because they are organised and carry out all their duties in a timely manner, while taking ownership of the quality and accuracy of their work. If they encounter problems, they persevere until they find a viable solution."
1741,Kayla White,4e24e856-5c88-47f4-b10b-636039048568,Shows motivation and enthusiasm,I choose this coworker as the MVP because they exhibit high enthusiasm for work and new knowledge. They are willing to dedicate extra energy and time to get the job done well and on time.
1742,Kayla White,4e24e856-5c88-47f4-b10b-636039048568,Has leadership skills,"I choose this coworker as the MVP because they lead by example and support others through their actions and vision. They are a strategic thinker and decision-maker whose opinion is highly respected and valued. They are able to distribute, organise, coordinate work, give useful feedback, and identify the potential in others."
1743,Kayla White,4e24e856-5c88-47f4-b10b-636039048568,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
1744,Angela Gregory,3045fd68-a7f5-45f1-a670-bae2fc4d26bd,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
1745,Jay Johnson,81afb212-89b4-4205-8524-66a0b0be1136,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
1746,Jay Johnson,81afb212-89b4-4205-8524-66a0b0be1136,Shows motivation and enthusiasm,I choose this coworker as the MVP because they exhibit high enthusiasm for work and new knowledge. They are willing to dedicate extra energy and time to get the job done well and on time.
1747,Gail Collins,8f4f0941-b596-4718-a122-37e7717800b5,Has good communication skills,"I choose this coworker as the MVP because they can communicate well and efficiently with others. They are clear, comprehensible, give sensible ideas and make sound arguments."
1748,Gail Collins,8f4f0941-b596-4718-a122-37e7717800b5,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
1749,Stacy Hill,1243a1ed-4577-4f8e-84a2-86e1bc9cbb36,Is self-sacrificing,I choose this coworker as the MVP because they are exceptionally hard-working and go above and beyond what is required. They are willing to take on several tasks simultaneously and sacrifice their free time for their work commitments.
1750,Howard Lynn,7883fd04-ead8-4dc1-b885-7075f153b226,Has good communication skills,"I choose this coworker as the MVP because they can communicate well and efficiently with others. They are clear, comprehensible, give sensible ideas and make sound arguments."
1751,Howard Lynn,7883fd04-ead8-4dc1-b885-7075f153b226,Has leadership skills,"I choose this coworker as the MVP because they lead by example and support others through their actions and vision. They are a strategic thinker and decision-maker whose opinion is highly respected and valued. They are able to distribute, organise, coordinate work, give useful feedback, and identify the potential in others."
1752,Howard Lynn,7883fd04-ead8-4dc1-b885-7075f153b226,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
1753,Howard Lynn,7883fd04-ead8-4dc1-b885-7075f153b226,Cares for the team,"I choose this coworker as the MVP because they value cohesiveness and a good team spirit. They include others in their own work and in their decisions, they motivate and bring others together as a team, and they know how to make the atmosphere in the team pleasant and easy-going."
1754,Jay Johnson,81afb212-89b4-4205-8524-66a0b0be1136,Is self-sacrificing,I choose this coworker as the MVP because they are exceptionally hard-working and go above and beyond what is required. They are willing to take on several tasks simultaneously and sacrifice their free time for their work commitments.
1755,Jay Johnson,81afb212-89b4-4205-8524-66a0b0be1136,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
1756,Karen Hubbard,8b0c2401-aeb5-4788-beb6-14f2f738b3f2,Cares for the team,"I choose this coworker as the MVP because they value cohesiveness and a good team spirit. They include others in their own work and in their decisions, they motivate and bring others together as a team, and they know how to make the atmosphere in the team pleasant and easy-going."
1757,Karen Hubbard,8b0c2401-aeb5-4788-beb6-14f2f738b3f2,Has an appropriate work attitude,"I choose this coworker as the MVP because they are organised and carry out all their duties in a timely manner, while taking ownership of the quality and accuracy of their work. If they encounter problems, they persevere until they find a viable solution."
1758,Brandon Green,de545ffa-687a-4e2c-9ca4-8b883a5ec08d,Shows motivation and enthusiasm,I choose this coworker as the MVP because they exhibit high enthusiasm for work and new knowledge. They are willing to dedicate extra energy and time to get the job done well and on time.
1759,Brandon Green,de545ffa-687a-4e2c-9ca4-8b883a5ec08d,Has leadership skills,"I choose this coworker as the MVP because they lead by example and support others through their actions and vision. They are a strategic thinker and decision-maker whose opinion is highly respected and valued. They are able to distribute, organise, coordinate work, give useful feedback, and identify the potential in others."
1760,Brandon Green,de545ffa-687a-4e2c-9ca4-8b883a5ec08d,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
1761,Brandon Green,de545ffa-687a-4e2c-9ca4-8b883a5ec08d,Cares for the team,"I choose this coworker as the MVP because they value cohesiveness and a good team spirit. They include others in their own work and in their decisions, they motivate and bring others together as a team, and they know how to make the atmosphere in the team pleasant and easy-going."
1762,Brandon Green,de545ffa-687a-4e2c-9ca4-8b883a5ec08d,Is embedded in the company,"I choose this coworker as the MVP because they are essential to the company thanks to their knowledge of the company's vision, their entrepreneurial skills, their involvement in work processes, their ability to integrate departments, or thanks to their networking skills."
1763,Alexa Russo,009bcdc6-2adc-48e1-82ad-fb0f07545da7,Can cope with stress,"I choose this coworker as the MVP because they are patient and adaptable, can keep their composure and can deliberate thoughtfully, irrespective of the circumstances and external demands."
1764,Alexa Russo,009bcdc6-2adc-48e1-82ad-fb0f07545da7,Shows motivation and enthusiasm,I choose this coworker as the MVP because they exhibit high enthusiasm for work and new knowledge. They are willing to dedicate extra energy and time to get the job done well and on time.
1765,Alexa Russo,009bcdc6-2adc-48e1-82ad-fb0f07545da7,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
1766,Alexa Russo,009bcdc6-2adc-48e1-82ad-fb0f07545da7,Has leadership skills,"I choose this coworker as the MVP because they lead by example and support others through their actions and vision. They are a strategic thinker and decision-maker whose opinion is highly respected and valued. They are able to distribute, organise, coordinate work, give useful feedback, and identify the potential in others."
1767,Gail Collins,8f4f0941-b596-4718-a122-37e7717800b5,Has an appropriate work attitude,"I choose this coworker as the MVP because they are organised and carry out all their duties in a timely manner, while taking ownership of the quality and accuracy of their work. If they encounter problems, they persevere until they find a viable solution."
1768,Gail Collins,8f4f0941-b596-4718-a122-37e7717800b5,Shows motivation and enthusiasm,I choose this coworker as the MVP because they exhibit high enthusiasm for work and new knowledge. They are willing to dedicate extra energy and time to get the job done well and on time.
1769,Gail Collins,8f4f0941-b596-4718-a122-37e7717800b5,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
1770,Gail Collins,8f4f0941-b596-4718-a122-37e7717800b5,Cares for the team,"I choose this coworker as the MVP because they value cohesiveness and a good team spirit. They include others in their own work and in their decisions, they motivate and bring others together as a team, and they know how to make the atmosphere in the team pleasant and easy-going."
1771,Stephen Dawson,faacd95f-5e72-44bd-9538-0becaa6b1776,Can cope with stress,"I choose this coworker as the MVP because they are patient and adaptable, can keep their composure and can deliberate thoughtfully, irrespective of the circumstances and external demands."
1772,Stephen Dawson,faacd95f-5e72-44bd-9538-0becaa6b1776,Has an appropriate work attitude,"I choose this coworker as the MVP because they are organised and carry out all their duties in a timely manner, while taking ownership of the quality and accuracy of their work. If they encounter problems, they persevere until they find a viable solution."
1773,Stephen Dawson,faacd95f-5e72-44bd-9538-0becaa6b1776,Shows motivation and enthusiasm,I choose this coworker as the MVP because they exhibit high enthusiasm for work and new knowledge. They are willing to dedicate extra energy and time to get the job done well and on time.
1774,Randy Johnson,52585499-962b-408e-8633-5c9a1f779d0a,Cares for others,"I choose this coworker as the MVP because they care for others. They are willing to lend a helping hand, they are empathetic, friendly, non-confrontational, open to others and respectful. They know how to listen to others, and they can be trusted and confided in."
1775,Randy Johnson,52585499-962b-408e-8633-5c9a1f779d0a,Has good communication skills,"I choose this coworker as the MVP because they can communicate well and efficiently with others. They are clear, comprehensible, give sensible ideas and make sound arguments."
1776,Randy Johnson,52585499-962b-408e-8633-5c9a1f779d0a,Has an appropriate work attitude,"I choose this coworker as the MVP because they are organised and carry out all their duties in a timely manner, while taking ownership of the quality and accuracy of their work. If they encounter problems, they persevere until they find a viable solution."
1777,Randy Johnson,52585499-962b-408e-8633-5c9a1f779d0a,Shows motivation and enthusiasm,I choose this coworker as the MVP because they exhibit high enthusiasm for work and new knowledge. They are willing to dedicate extra energy and time to get the job done well and on time.
1778,Randy Johnson,52585499-962b-408e-8633-5c9a1f779d0a,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
1779,Randy Johnson,52585499-962b-408e-8633-5c9a1f779d0a,Cares for the team,"I choose this coworker as the MVP because they value cohesiveness and a good team spirit. They include others in their own work and in their decisions, they motivate and bring others together as a team, and they know how to make the atmosphere in the team pleasant and easy-going."
1780,Randy Johnson,52585499-962b-408e-8633-5c9a1f779d0a,Is embedded in the company,"I choose this coworker as the MVP because they are essential to the company thanks to their knowledge of the company's vision, their entrepreneurial skills, their involvement in work processes, their ability to integrate departments, or thanks to their networking skills."
1781,Angela Gregory,3045fd68-a7f5-45f1-a670-bae2fc4d26bd,Can cope with stress,"I choose this coworker as the MVP because they are patient and adaptable, can keep their composure and can deliberate thoughtfully, irrespective of the circumstances and external demands."
1782,Angela Gregory,3045fd68-a7f5-45f1-a670-bae2fc4d26bd,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
1783,Angela Gregory,3045fd68-a7f5-45f1-a670-bae2fc4d26bd,Is embedded in the company,"I choose this coworker as the MVP because they are essential to the company thanks to their knowledge of the company's vision, their entrepreneurial skills, their involvement in work processes, their ability to integrate departments, or thanks to their networking skills."
1784,Christina Gordon MD,04714585-0e8f-4303-9732-3f58689eba56,Can cope with stress,"I choose this coworker as the MVP because they are patient and adaptable, can keep their composure and can deliberate thoughtfully, irrespective of the circumstances and external demands."
1785,Christina Gordon MD,04714585-0e8f-4303-9732-3f58689eba56,Has an appropriate work attitude,"I choose this coworker as the MVP because they are organised and carry out all their duties in a timely manner, while taking ownership of the quality and accuracy of their work. If they encounter problems, they persevere until they find a viable solution."
1786,Christina Gordon MD,04714585-0e8f-4303-9732-3f58689eba56,Shows motivation and enthusiasm,I choose this coworker as the MVP because they exhibit high enthusiasm for work and new knowledge. They are willing to dedicate extra energy and time to get the job done well and on time.
1787,Christina Gordon MD,04714585-0e8f-4303-9732-3f58689eba56,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
1788,Christina Gordon MD,04714585-0e8f-4303-9732-3f58689eba56,Is embedded in the company,"I choose this coworker as the MVP because they are essential to the company thanks to their knowledge of the company's vision, their entrepreneurial skills, their involvement in work processes, their ability to integrate departments, or thanks to their networking skills."
1789,David Robinson,d724a0d4-7fe0-4d98-80c2-8ce89b62a934,Cares for others,"I choose this coworker as the MVP because they care for others. They are willing to lend a helping hand, they are empathetic, friendly, non-confrontational, open to others and respectful. They know how to listen to others, and they can be trusted and confided in."
1790,David Robinson,d724a0d4-7fe0-4d98-80c2-8ce89b62a934,Has an appropriate work attitude,"I choose this coworker as the MVP because they are organised and carry out all their duties in a timely manner, while taking ownership of the quality and accuracy of their work. If they encounter problems, they persevere until they find a viable solution."
1791,David Robinson,d724a0d4-7fe0-4d98-80c2-8ce89b62a934,Is embedded in the company,"I choose this coworker as the MVP because they are essential to the company thanks to their knowledge of the company's vision, their entrepreneurial skills, their involvement in work processes, their ability to integrate departments, or thanks to their networking skills."
1792,David Robinson,d724a0d4-7fe0-4d98-80c2-8ce89b62a934,Cares for the team,"I choose this coworker as the MVP because they value cohesiveness and a good team spirit. They include others in their own work and in their decisions, they motivate and bring others together as a team, and they know how to make the atmosphere in the team pleasant and easy-going."
1793,Jonathan Brooks,7ab245cf-a420-462b-a5b6-be70d516776a,Has good communication skills,"I choose this coworker as the MVP because they can communicate well and efficiently with others. They are clear, comprehensible, give sensible ideas and make sound arguments."
1794,Jonathan Brooks,7ab245cf-a420-462b-a5b6-be70d516776a,Can cope with stress,"I choose this coworker as the MVP because they are patient and adaptable, can keep their composure and can deliberate thoughtfully, irrespective of the circumstances and external demands."
1795,Jonathan Brooks,7ab245cf-a420-462b-a5b6-be70d516776a,Is self-sacrificing,I choose this coworker as the MVP because they are exceptionally hard-working and go above and beyond what is required. They are willing to take on several tasks simultaneously and sacrifice their free time for their work commitments.
1796,Jonathan Brooks,7ab245cf-a420-462b-a5b6-be70d516776a,Has an appropriate work attitude,"I choose this coworker as the MVP because they are organised and carry out all their duties in a timely manner, while taking ownership of the quality and accuracy of their work. If they encounter problems, they persevere until they find a viable solution."
1797,Jonathan Brooks,7ab245cf-a420-462b-a5b6-be70d516776a,Has leadership skills,"I choose this coworker as the MVP because they lead by example and support others through their actions and vision. They are a strategic thinker and decision-maker whose opinion is highly respected and valued. They are able to distribute, organise, coordinate work, give useful feedback, and identify the potential in others."
1798,Jonathan Brooks,7ab245cf-a420-462b-a5b6-be70d516776a,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
1799,Jonathan Brooks,7ab245cf-a420-462b-a5b6-be70d516776a,Is embedded in the company,"I choose this coworker as the MVP because they are essential to the company thanks to their knowledge of the company's vision, their entrepreneurial skills, their involvement in work processes, their ability to integrate departments, or thanks to their networking skills."
1800,Richard Campbell,1b40bac2-ca85-4de7-aef5-67aec799b4b2,Cares for others,"I choose this coworker as the MVP because they care for others. They are willing to lend a helping hand, they are empathetic, friendly, non-confrontational, open to others and respectful. They know how to listen to others, and they can be trusted and confided in."
1801,Richard Campbell,1b40bac2-ca85-4de7-aef5-67aec799b4b2,Has good communication skills,"I choose this coworker as the MVP because they can communicate well and efficiently with others. They are clear, comprehensible, give sensible ideas and make sound arguments."
1802,Richard Campbell,1b40bac2-ca85-4de7-aef5-67aec799b4b2,Can cope with stress,"I choose this coworker as the MVP because they are patient and adaptable, can keep their composure and can deliberate thoughtfully, irrespective of the circumstances and external demands."
1803,Richard Campbell,1b40bac2-ca85-4de7-aef5-67aec799b4b2,Is self-sacrificing,I choose this coworker as the MVP because they are exceptionally hard-working and go above and beyond what is required. They are willing to take on several tasks simultaneously and sacrifice their free time for their work commitments.
1804,Richard Campbell,1b40bac2-ca85-4de7-aef5-67aec799b4b2,Has an appropriate work attitude,"I choose this coworker as the MVP because they are organised and carry out all their duties in a timely manner, while taking ownership of the quality and accuracy of their work. If they encounter problems, they persevere until they find a viable solution."
1805,Richard Campbell,1b40bac2-ca85-4de7-aef5-67aec799b4b2,Shows motivation and enthusiasm,I choose this coworker as the MVP because they exhibit high enthusiasm for work and new knowledge. They are willing to dedicate extra energy and time to get the job done well and on time.
1806,Richard Campbell,1b40bac2-ca85-4de7-aef5-67aec799b4b2,Has leadership skills,"I choose this coworker as the MVP because they lead by example and support others through their actions and vision. They are a strategic thinker and decision-maker whose opinion is highly respected and valued. They are able to distribute, organise, coordinate work, give useful feedback, and identify the potential in others."
1807,Richard Campbell,1b40bac2-ca85-4de7-aef5-67aec799b4b2,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
1808,Richard Campbell,1b40bac2-ca85-4de7-aef5-67aec799b4b2,Cares for the team,"I choose this coworker as the MVP because they value cohesiveness and a good team spirit. They include others in their own work and in their decisions, they motivate and bring others together as a team, and they know how to make the atmosphere in the team pleasant and easy-going."
1809,Richard Campbell,1b40bac2-ca85-4de7-aef5-67aec799b4b2,Is embedded in the company,"I choose this coworker as the MVP because they are essential to the company thanks to their knowledge of the company's vision, their entrepreneurial skills, their involvement in work processes, their ability to integrate departments, or thanks to their networking skills."
1810,Chad Young,682e47b3-5e77-4d58-8b00-65f402725940,Is embedded in the company,"I choose this coworker as the MVP because they are essential to the company thanks to their knowledge of the company's vision, their entrepreneurial skills, their involvement in work processes, their ability to integrate departments, or thanks to their networking skills."
1811,Jeremy Walker,21b09017-dd97-402a-b7f7-0a31e500139d,Cares for others,"I choose this coworker as the MVP because they care for others. They are willing to lend a helping hand, they are empathetic, friendly, non-confrontational, open to others and respectful. They know how to listen to others, and they can be trusted and confided in."
1812,Jeremy Walker,21b09017-dd97-402a-b7f7-0a31e500139d,Has good communication skills,"I choose this coworker as the MVP because they can communicate well and efficiently with others. They are clear, comprehensible, give sensible ideas and make sound arguments."
1813,Jeremy Walker,21b09017-dd97-402a-b7f7-0a31e500139d,Can cope with stress,"I choose this coworker as the MVP because they are patient and adaptable, can keep their composure and can deliberate thoughtfully, irrespective of the circumstances and external demands."
1814,Jeremy Walker,21b09017-dd97-402a-b7f7-0a31e500139d,Is self-sacrificing,I choose this coworker as the MVP because they are exceptionally hard-working and go above and beyond what is required. They are willing to take on several tasks simultaneously and sacrifice their free time for their work commitments.
1815,Jeremy Walker,21b09017-dd97-402a-b7f7-0a31e500139d,Has an appropriate work attitude,"I choose this coworker as the MVP because they are organised and carry out all their duties in a timely manner, while taking ownership of the quality and accuracy of their work. If they encounter problems, they persevere until they find a viable solution."
1816,Jeremy Walker,21b09017-dd97-402a-b7f7-0a31e500139d,Shows motivation and enthusiasm,I choose this coworker as the MVP because they exhibit high enthusiasm for work and new knowledge. They are willing to dedicate extra energy and time to get the job done well and on time.
1817,Jeremy Walker,21b09017-dd97-402a-b7f7-0a31e500139d,Has leadership skills,"I choose this coworker as the MVP because they lead by example and support others through their actions and vision. They are a strategic thinker and decision-maker whose opinion is highly respected and valued. They are able to distribute, organise, coordinate work, give useful feedback, and identify the potential in others."
1818,Jeremy Walker,21b09017-dd97-402a-b7f7-0a31e500139d,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
1819,Jeremy Walker,21b09017-dd97-402a-b7f7-0a31e500139d,Cares for the team,"I choose this coworker as the MVP because they value cohesiveness and a good team spirit. They include others in their own work and in their decisions, they motivate and bring others together as a team, and they know how to make the atmosphere in the team pleasant and easy-going."
1820,Jeremy Walker,21b09017-dd97-402a-b7f7-0a31e500139d,Is embedded in the company,"I choose this coworker as the MVP because they are essential to the company thanks to their knowledge of the company's vision, their entrepreneurial skills, their involvement in work processes, their ability to integrate departments, or thanks to their networking skills."
1821,Howard Lynn,7883fd04-ead8-4dc1-b885-7075f153b226,Can cope with stress,"I choose this coworker as the MVP because they are patient and adaptable, can keep their composure and can deliberate thoughtfully, irrespective of the circumstances and external demands."
1822,Howard Lynn,7883fd04-ead8-4dc1-b885-7075f153b226,Is embedded in the company,"I choose this coworker as the MVP because they are essential to the company thanks to their knowledge of the company's vision, their entrepreneurial skills, their involvement in work processes, their ability to integrate departments, or thanks to their networking skills."
1823,Howard Lynn,7883fd04-ead8-4dc1-b885-7075f153b226,Cares for the team,"I choose this coworker as the MVP because they value cohesiveness and a good team spirit. They include others in their own work and in their decisions, they motivate and bring others together as a team, and they know how to make the atmosphere in the team pleasant and easy-going."
1824,Howard Lynn,7883fd04-ead8-4dc1-b885-7075f153b226,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
